_id,user,content,y
111753936500301417,FIPPlaysNow,♪ #nowplaying #FIP Valentina - Daniel Caesar (Valentina − 2023) https://www.radiofrance.fr/fip/,0
111753936499519521,berbagiinformasi,"Berkat AI, Ini Dia Peningkatan Fitur Kamera di OneUI 6.0 • Jagat Gadget – https://bit.ly/47x6rjP – #Opsitek #K opiminfoBerkat AI, Ini Dia Peningkatan Fitur Kamera di OneUI 6.0 • Jagat Gadget January 14, 2024 at 05:55PM Berkat AI, Ini Dia Peningkatan Fitur Kamera di OneUI 6.0 • Jagat Gadget November 13, 2023 Seperti yang telah dijanjikan oleh Samsung saat merilis update OneUI 6.0, salah satu peningkatan yang akan dihadirkan yaitu dari menu kamera. Pengguna akan…https://kopiminfo.wordpress.com/2024/01/14/berkat-ai-ini-dia-peningkatan-fitur-kamera-di-oneui-6-0-jagat-gadget-https-bit-ly-47x6rjp-opsitek-k-opiminfo/",0
111753936465645743,geraldserai,"Toujours des emplois fictifs chez LR…Comme Macron et Attal gèrent tout, ils ne sont là que pour l’Adecco !----------#bfn #breakingfakenews #humour #mème #sarkozy #lr #sarkozystes #gouvernement #attal #remaniement #dati #vautrin #darmanin #manpower #adeccoAbonnez-vous !",0
111753936446018745,Oct2355,万年筆見てきた！センチュリーかプロフィットスタンダードかな,0
111753936429132703,QiNagi,エビフライくいてー,0
111753936419401882,Edgecontrol,Una católica integrista para el ministerio de la educación en Francia. No pasa nada.,0
111753936361748843,mrhc,分からんけどTSでも高度な最適化ができるのかもしれない,0
111753936339094894,katsukikira,はやく食っといでピザ,0
111753936291831005,wagagun,【ブログ更新】よき？ 高瀬くるみ (BEYOOOOONDS) https://ameblo.jp/beyooooonds-rfro/entry-12836582567.html #helloproject #ハロプロ,0
111753936285598933,rc,メンテ終わるころには寝てるかも​:oyasumi_Shiropuyo_dragon:​,0
111753936284464987,CameronDavis,Exciting news! MEGA BLOW THE CARTRIDGE is coming - a brand new collection packed with 128 pages of retrogaming comic awesomness!AND! Every Patreon backer that joins at the $5 level by the end of the month will get it for FREE!(Check out the amazing @antstiller cover art! Everything he makes is so good looking because he's so good looking)https://patreon.com/camerondavis,0
111753936272042293,arturo182,What is it about Mastodon that makes people think they are way better than anyone else.,0
111753936226806351,vmateusimeon,"Avui, terror duu el nom d'#Israel.",1
111753936218558295,BakerRL75,@ingalls Good morning!,0
111753936192223730,Alrebulreshin,이상과 진실선과 악꿈과 현실어느날 인생을 송두리채 바꿔버린 누군가를 기다리고 찾아떠나는 감동실화 이야기..포켓몬 5세대.. 블랙앤화이트절찬리 리메이크 기다리는 중…,0
111753936190076208,josemorgado,Just incredible from the kid.,0
111753936178344992,kazuhito,身内が存命であるうちは、積極的に死を選びたいとは思わないけれど、しかし条件が外れたらどうだろうな……思考実験は必要,0
111753936172456062,the_colorado_sound_playlist,3:55a Collect by Torres from What an Enormous Room,0
111753936128514818,krisdoblas,"Una cosa es elegir a chikilicustre para eurovision, y echarnos unas risas. Y otra elegir a un psicópata como presidente, como han hecho los argentinos.La CELAG publica los datos económicos del primer mes de Milei en la presidencia argentina - Diario Redhttps://diariored.canalred.tv/america-latina/la-celag-publica-los-datos-economicos-del-primer-mes-de-milei-en-la-presidencia-argentina/",0
111753936109422398,ravi,So the kids are completely hooked on Stillwater on TV+. Great family entertainment 👌.,0
111753936101547482,UkeBLCatboy,"Always keep on data so google knows where I am and travel, otherwise I don't get a nice timeline xDJust arrived at the zoo/garden. 4 hours should be plenty to see (almost) everything, and then hour break and then lantern festival (which is in the zoo).Chinese state media was satisfied in their review, so are visitor reviews, so it must be good. But first, animals ;3",0
111753936094007878,RandomBaywatch,"#DavidHasselhoff Season 8 Episode 6 ""Lifeguard Confidential""#RandomBaywatch #lvdlpx #Baywatch #LifeguardConfidential",0
111753936092024764,wonuwo_kinsei,心が疲れているのか知らんが、最近親と一緒に孤独のグルメ観てる案外おもろい,0
111753936048244962,BlueRayi,当時中国に居たワニはどうなんだ,0
111753936039265528,feliuru14,Hoy es domingo de  iron maiden,0
111753936039043199,codepo8,Apparently big layoffs (up to 20%) coming to Pixar. Cited reason is Disney+ profitability.  https://techcrunch.com/2024/01/11/as-disney-pushes-towards-streaming-profitability-pixar-to-undergo-layoffs-in-2024/,0
111753935996670465,my24group,Ισραηλινός στρατός: Σκοτώσαμε τέσσερις μαχητές που προσπάθησαν να διεισδύσουν από τον Λίβανοon 14. January 2024 at 10:15 https://my24group.com/israilinos-stratos-skotosame-tesseris-machites-poy-prospathisan-na-dieisdysoyn-apo-ton-livanoon-14-january-2024-at-1015/ Ισραηλινοί στρατιώτε&si…,0
111753935970646574,iembot_mqt,"#MQT issues Hazardous Weather Outlook (HWO) at Jan 14, 5:48 AM EST https://mesonet.agron.iastate.edu/p.php?pid=202401141048-KMQT-FLUS43-HWOMQT",0
111753935953611057,moikai,恥ずかしい,0
111753935938415557,my24group,"Μαρινάκης: Στόχος μας, 950 ευρώ ο κατώτατος και 1500 ευρώ ο μέσος μισθόςon 14. January 2024 at 10:25 https://my24group.com/marinakis-stochos-mas-950-eyro-o-katotatos-kai-1500-eyro-o-mesos-misthoson-14-january-2024-at-1025/ Για οριζόντια μέτρα στή",0
111753935927038694,Juliet_GXLa,中国4000年の歴史,0
111753935910918687,muhalifcomtr,"Kar bekleyen İstanbulluları üzecek haber AKOM'dan geldi: İstanbul Büyükşehir Belediyesi (İBB) Afet Koordinasyon Merkezi (AKOM), sıcaklıkların bugünden itibaren artarak gelecek hafta boyunca 11-15 derece aralığında seyredeceğinin tahmin edildiğini bildirdi. http://sosyal.muhalif.com.tr/T1MSCG",0
111753935899861349,patvigier,#silentsunday,0
111753935883640505,my24group,Καλαμάτα: Αιματηρή επίθεση με μαχαίρι 16χρονου σε 42χρονο – Άφαντος ο ανήλικος δράστηςon 14. January 2024 at 10:47 https://my24group.com/kalamata-aimatiri-epithesi-me-machairi-16chronoy-se-42chrono-afantos-o-anilikos-drastison-14-january-2024-at-1047/ Ένα ακόμη αιματηρό περι&sig…,0
111753935875137946,yamasita,水にこおりが通らない理屈がいまだに納得できてないからずっと水タイプにグレイシア出してる,0
111753935839391162,my24group,Στο «σφυρί» έργα από το αρχείο του Γιοργκ Σέλμανon 14. January 2024 at 9:55 https://my24group.com/sto-sfyri-erga-apo-to-archeio-toy-giorgk-selmanon-14-january-2024-at-955/ Περισσότερα…Read More,0
111753935810441418,farhanrashad,"https://twitter.com/i/status/1746268356091789699/video/1 Join Imran Khan's movement towards progress and prosperity, visualizing a Pakistan led by unwavering, honest, and accountable leaders. #انتخابی_نشان_عمران_خان @TeamiPians @farhanrashad",0
111753935798285106,my24group,Europe wants to Trump-proof in case of a second term. But that is not an easy task | CNNon 14. January 2024 at 10:00 https://my24group.com/europe-wants-to-trump-proof-in-case-of-a-second-term-but-that-is-not-an-easy-task-cnnon-14-january-2024-at-1000/ Former US President Donald Trump briefly returned as a central character in European politics earlier this week.,0
111753935771701019,Urox,なるほろ〜,0
111753935762588622,inaba_benibana,サッポロクラシック,0
111753935756049564,my24group,Swedish group uses discarded Christmas trees as marine habitats | CNNon 14. January 2024 at 10:46 https://my24group.com/swedish-group-uses-discarded-christmas-trees-as-marine-habitats-cnnon-14-january-2024-at-1046/ Read More,0
111753935732645523,Deiru,This game is NOT about to pull a Nisekoi on me.,1
111753935719235579,my24group,Volcano erupts in southwest Icelandon 14. January 2024 at 10:20 https://my24group.com/volcano-erupts-in-southwest-icelandon-14-january-2024-at-1020/ It is the fifth eruption in Iceland’s southwest Reykjanes peninsula since 2021.Read More,0
111753935709869226,yyhsphp,体調終わりすぎてて手がガックガクふるえててヤヴァイ,0
111753935695724100,Sasamipyan_VTuber,いつも開幕から3GCDくらいでシナジー来てバーストのイメージなんだけど、ブラッドウェポンで1分測るとみんなより10秒早くなっちゃう感じ気持ち悪いな,0
111753935667727500,my24group,214 Millionen Passagiere reisten in der Türkei mit dem Flugzeug – Hürriyet Reiseon 14. January 2024 at 10:09 https://my24group.com/214-millionen-passagiere-reisten-in-der-turkei-mit-dem-flugzeug-hurriyet-reiseon-14-january-2024-at-1009/ Read More,0
111753935667698523,mahrko,"Auch die DB-Auskunft hat den Umstieg an Werktagen korrekt drin. Dann versteh ich nur nicht, warum am so wichtigen Umstiegspunkt in Luzenberg kaum Schilder waren. Oder der Busfahrer hat uns auch noch an der falschen Ecke rausgeworfen. Who knows… 😄",0
111753935639473912,Equinox,Their cheesecake was also really good ovo,0
111753935630177062,my24group,Turkish parliamentary delegation urges quick process in ICJ caseon 14. January 2024 at 8:40 https://my24group.com/turkish-parliamentary-delegation-urges-quick-process-in-icj-caseon-14-january-2024-at-840/ A Turkish parliamentary delegation that is following the South African genocide case against Israel urged for the process …,0
111753935594974767,mole_1986,ﾝｯ,0
111753935578948450,awapoyo,目薬うまいひとって正面向きながら目頭にさすよね真上むかないとむりなんだけど,0
111753935578583061,G,なおクソまともに均しもせずそのまま雑な舗装したせいでジャンプしてる模様インドネシアエグいわ,0
111753935574206036,STA_English,Slovenia in second round of handball championship https://sta.si/3256671,0
111753935486900037,mahrko,"Auch die DB-Auskunft hat den Umstieg an Werktagen korrekt drin. Dann versteh ich nur nicht, warum am so wichtigen Umstiegspunkt in Luzenberg kaum Schilder waren. Oder der Busfahrer hat uns auch noch an der falschen Ecke rausgeworfen. Who knows… 😄",0
111753951334131373,Azukyuda,右手もじゃねーか,0
111753951298251061,tendanceradio,En ce moment sur Tendance Radio Hits : Dancing With A Stranger par Sam Smith ! Branchez-vous maintenant : https://srv.tendanceradio.net/public/t-hits,0
111753951295548029,itsukinohito,メンってら,0
111753951221743100,hongeipi,マリベルと7主は他作品でもみたいぞよ,0
111753951203142213,rimOxO,同票なっちゃった,0
111753951078802496,levelbot,current sideburn levels are 44%(44%)  ■■■■□□□□□□,0
111753951044449341,gutslyricsbot,bleedin' me dry like a goddamn vampire,1
111753951040227434,FvA,Ⓐɴᴀʀᴄʜᴏ_ᴋʀᴀɴᴛEen ‘Blijde Boodschap’ …Anarchie !#LibertaireordeWordpressCom https://libertaireorde.wordpress.com/2024/01/14/een-blijde-boodschap-anarchie/,0
111753951033693012,vegan4alivingplanet,30 minutes of a problem in the Red Sea and suddenly - a ceasefire is preferable. https://www.instagram.com/reel/C10ASTqNKyp/?igsh=MTc4MmM1YmI2Ng==,0
111753951031481950,Got9s,やあ。,0
111753951031359515,my24group,"Schweiz: „Enges Segensverständnis wird erweitert“ https://my24group.com/schweiz-enges-segensverstandnis-wird-erweitert/ Der Theologe Stephan Leimgruber würdigt die Vatikan-Erklärung „Fiducia Supplicans“, die die Segnung gleichgeschlechtlicher…",0
111753951001936431,shounan1s1sasaki,#AIArtworks おやすみ男子で発注しましたおやすみなさい,0
111753950958642629,EUintheGCC,"RT by @EUintheGCC: ""كشف المتحدث باسم الاتحاد الأوروبي لويس ميغيل بوينو، أن وزراء الاتحاد الأوروبي سيناقشون في اجتماعهم يوم 22 يناير، تداعيات الحرب في غزة وضرورة حشد المجتمع الدولي من أجل إحلال السلام في المنطقة""مقابلتي على سكاي نيوز عربية: https://shorturl.at/dgZ29 🐦🔗: https://nitter.cz/EUinArabic/status/1746473824135082415#m[2024-01-14 10:06 UTC]",0
111753950884186826,slips,"738 saturday is joever, long live 738 sunday",0
111753950884127636,laxxvora,"Il brano ""You & I in the Gap"" di Coilguns e Birds in Row è stato aggiunto alla playlist ROUGHED#Coilguns #BirdsinRow #playlist #ROUGHEDhttp://laxxvora.info/2024/01/14/you-i-in-the-gap-di-coilguns-birds-in-row-in-playlist-roughed-%f0%9f%92%a5%f0%9f%a6%94/",0
111753950847740894,haku_655,いかん眠すぎる寝る明日は雪かきと早出か…,0
111753950843177768,Sustainable2050,"UK nuclear power availability down to 3.45 GW, down from 4.66 GW at the start of the year. That's 59% of the 5.88 GW nuclear capacity that the country still has, in the middle of winter.https://www.spglobal.com/commodityinsights/en/market-insights/latest-news/electric-power/010824-hartlepool-outage-takes-uk-nuclear-availability-down-to-345-gw?s=09#NuclearPower #nuclearenergy",0
111753950836695884,cambskeptics,"It has gone viral, captured worldwide attention and been dubbed Welsh Tidy Mouse after being spotted on camera keeping a shed spick and span. But why is this meticulous mouse so keen on keeping things squeaky clean? Asks Antonia Matthews for BBC News. https://www.bbc.co.uk/news/uk-wales-67921442",0
111753950798815938,athkar3v,رَبَّنَآ أَفْرِغْ عَلَيْنَا صَبْرًا وَتَوَفَّنَا مُسْلِمِينَ,0
111753950798556528,acid_rain,液タブと板タブでは適性が全然違うんで，デジタル絵描きはどっちも使ってみるべきいまは昔よりも液タブ安くなったしね,0
111753950777496862,nepikohelp2,"Отсутствие сил может быть признаком проблем со здоровьем. Но иногда человек умудряется тратить бездну ресурсов на внутренний конфликт. Война с собой очень энергозатратна, а победить в ней - проиграть самому себе.src: https://t.me/nepikohelp2/1864",0
111753950768078501,115Thirdniigatacolor_n34,N34は、他の4本と同じリニューアルを施工している。,0
111753950757077825,115secondniigatacolor_N35,N編成は3本2000番台がいた。2016年に消えた。,0
111753950734416724,digitalwitchcraft,this will happen againhttps://www.youtube.com/watch?v=9uWwvQKGjLI,0
111753950733681820,115niigata_n33,未更新はとても落ち着いた車内。,0
111753950719635874,115Lemonmilk_N36,新潟は、たった8年間の存在だったさ。長野は32年過ごした。でも、思い出は新潟の方が深い。長野色で新潟で浮いて、@115Thirdniigatacolor_n34 達と一緒に大宮でJKワイパーにされ、そしてレモン牛乳に転生した。,0
111753950643761755,Reaper,今日久しぶりにラフレに行ったら222なる店が出来てて楽しみが増えた,0
111753950627243307,farcaller,"Continuing the thought – nixos exposes a whole lot of various unfree bs in the systems under my supervision. When you need to enable unfree for the unifi controller it's expected, but when you have to do the same for vault it becomes an ""eh?"". A whole bunch of nice bits and pieces turned their licenses restrictive lately.",0
111753950586438807,iembot_pih,"PIH issues Wind Chill Watch valid at Jan 15, 2:00 AM MST for Beaverhead/Lemhi Highlands, Centennial Mountains/Island Park [ID] till Jan 15, 9:00 AM MST https://mesonet.agron.iastate.edu/vtec/f/2024-O-NEW-KPIH-WC-A-0002_2024-01-15T09:00Z",0
111753950570296553,iembot_pih,"PIH continues Winter Storm Warning for Bear Lake Valley, Bear River Range, Blackfoot Mountains, Caribou Range [ID] till Jan 14, 2:00 PM MST https://mesonet.agron.iastate.edu/vtec/f/2024-O-CON-KPIH-WS-W-0002_2024-01-14T10:58Z",0
111753950565659371,christoph,"Der Weg ist lang und schwer. Nicht immer fällt das mit dem Glauben leicht. Wie lange noch? Lohnt es sich überhaupt? Ein alter Brief bringt Stärkung für ein müdes, wanderndes Gottesvolk.https://christoph-fischer.de/predigt/noch-ein-schritt",0
111753950552360708,iembot_pih,"PIH cancels Winter Storm Warning for Eastern Magic Valley, Franklin/Eastern Oneida Region, Lower Snake River Plain, Marsh and Arbon Highlands, Raft River Region, Shoshone/Lava Beds, Southern Hills/Albion Mountains [ID] https://mesonet.agron.iastate.edu/vtec/f/2024-O-CAN-KPIH-WS-W-0002_2024-01-14T10:58Z",0
111753950530858803,iembot_pih,PIH cancels Winter Weather Advisory for Big Hole Mountains [ID] https://mesonet.agron.iastate.edu/vtec/f/2024-O-CAN-KPIH-WW-Y-0005_2024-01-14T10:58Z,0
111753950512710160,iembot_pih,"PIH cancels Winter Weather Advisory for Arco/Mud Lake Desert, Upper Snake River Plain [ID] https://mesonet.agron.iastate.edu/vtec/f/2024-O-CAN-KPIH-WW-Y-0005_2024-01-14T10:58Z",0
111753950511306445,matrixiotnet,2024.01.14 11:59:16 - RADIOACTIVITY: Hour:11 AVG: 30.448275862069 cpm MIN: 22 cpm MAX: 40 cpm - AVG: 0.19689 uSv MIN: 0.14 uSv MAX: 0.26 uSv,0
111753950490112230,geraldserai,#bfn #breakingfakenews #humour #brèves #actualité #lettre #bouteilleàlamer #étatsunis #gironde #laposte Abonnez-vous !,0
111753950488578433,radke_diary2022,"Das ist besonders gelingenes Plakat, finde ich.https://demokrateam.org/demonstrationen/",0
111753950478557808,Telmina,3.11が起きた年に仙台に行ったときに、夜になって飲食店が軒並み閉まってしまったから、駅で調達した牛丼弁当を帰りに乗ったこまちのグリーン車で食べた記憶が蘇ってしまった。匂いキツかったろうなぁ。,0
111753950441993494,testsfromthefuture,144: Earth Technologyhttps://www.testsfromthefuture.com/test/144Things are fine again! Just in time for the World's Fair.,0
111753950338950392,gogypsy,Но есть и хорошие новостиsrc: https://t.me/gogypsy/18964,0
111753950324834463,BrunoBellamy,Le chaud must go on…,1
111753950278234755,gogypsy,"Очень показательно: этническая банда рекетиров на стороне обманутых рабочих, а русская община - мошенниковsrc: https://t.me/gogypsy/18963",0
111753950244642524,jithin,പുതിയ വർഷം...തുടക്കം ഗംഭീരമാവണേ😌,0
111753950244607664,blackbgcolor97,だから、内見でそれがなかったら、NG判定となることに・・・,0
111753950204476557,Tae156,"(2/2) BTS started as young people talking about young people's problems, in a place & time where I'd have no reason to know they existed. They only crashed into our lives because their original 2020 plan was cancelled. So we too need to wait, BTS daughter has just bought stacks of stuff from Weverse, so I'll just hang around and see.. but I do prefer their older music, even though I'm their parents generation, perhaps I'm still that angry young person inside?",0
111753950184899219,mamo,裁判しましょう。,0
111753950090952914,fuba_recorder,『ザ！鉄腕！ＤＡＳＨ！！▽大迫力!!羽田空港前の海で狙うは旬の巨大魚「冬の王様」[字]』を録画しました。HDDは残り1TBです,0
111753950068802699,tramboline,"Christie Brinkley looks ‘half her age’ in tiny white swimsuit weeks before 70th birthday | Celebrity News | Showbiz & TVFormer supermodel Christie Brinkley has been showing off her ageless beauty in a tiny white swimsuit, ahead of her 70th birthday. The star, who first rose to fame in the 1970s, shared a stunning photo on Instagram from her holiday in Turks and Caicos. She’ll be reaching her seventh decade in just a few weeks’ time, on Friday, February 2.https://www.tramboline.com/christie-brinkley-looks-half-her-age-in-tiny-white-swimsuit-weeks-before-70th-birthday-celebrity-news-showbiz-tv/",0
111753950046260239,nezuko_2000,というか、舗装も粗末な上に過積載がトドメを刺して数年で路面がズタボロになる説,0
111753950033515616,janverschoor,#wijsheidvandedag,0
111753950008100253,govtworld,Job In JCU Community Service Religious Life & Multiculturalism Office Assistant university in Rome  Italy  2024,0
111753949999136192,pg,【崩壊スターレイル】刃のビルド幅がルアンや鏡流で増加！運用法/光円錐/遺物/オーナメント/理想ステ/オススメPTを紹介 https://www.playing-games.com/57186/ #Honkai #Honkai:StarRail #StarRail #starrail #スターレイル #崩壊 #崩壊:スターレイル,0
111753949975587539,hongeipi,7は会話機能が優秀キャラに感情移入しやすいあと主人公とマリベルの絡みがすき,0
111753949968884887,ScienceAlert,What Would Happen if All The Fish in The Ocean Disappeared?https://www.sciencealert.com/what-would-happen-if-all-the-fish-in-the-ocean-disappeared?utm_source=flipboard&utm_medium=activitypub Posted into Naturehttps://flipboard.com/@sciencealert/nature-07r4nfldz?utm_source=flipboard&utm_medium=activitypub ,0
